No,Food Name,Calorie,Carbohidrat,Fat,Protein,Price,link foto,how to cook,
110,Sardines (kaleng),338,21,27,1,"20,000",https://asset.kompas.com/crops/Hmx7FvIk0mTN-c1YDYPnH7dPse0=/31x0:958x618/750x500/data/photo/2020/11/02/5f9fac93de70a.jpg,"Bahan-bahan:

Kaleng sarden (ukuran sesuai preferensi)
Minyak sayur atau minyak zaitun
Bawang bombay, cincang halus
Bawang putih, cincang halus
Cabai merah, cincang halus (opsional, sesuai selera)
Tomat, potong dadu kecil
Garam secukupnya
Merica secukupnya
Air perasan jeruk nipis (opsional, sesuai selera)
Daun seledri, cincang halus (untuk hiasan)
Langkah-langkah:

Panaskan sedikit minyak sayur atau minyak zaitun di dalam wajan.
Tumis bawang bombay, bawang putih, dan cabai merah (jika menggunakan) hingga harum dan bawang bombay menjadi transparan.
Tambahkan potongan tomat ke dalam wajan dan masak hingga tomat menjadi lembut.
Buka kaleng sarden dan tuang isinya ke dalam wajan bersama dengan minyaknya.
Aduk perlahan agar bumbu dan potongan tomat tercampur merata dengan sarden.
Bumbui dengan garam dan merica sesuai selera. Anda juga dapat menambahkan sedikit air perasan jeruk nipis untuk memberikan rasa segar (opsional).
Masak sarden dengan api sedang hingga semua bahan matang dan bumbu meresap ke dalam sarden.
Angkat sarden dari wajan dan sajikan di atas piring.
Hiasi dengan daun seledri cincang sebagai sentuhan akhir.
Sarden kaleng siap disajikan dengan nasi putih atau roti sebagai pelengkap.",
112,"Gulai ikan, masakan",106,17,3,3,"40,000",https://sweetrip.id/wp-content/uploads/2022/10/1.jpg,"Bahan-bahan:

500 gram ikan (misalnya ikan tenggiri, ikan kakap, atau ikan mas)
2 sendok makan bubuk gulai
400 ml santan kelapa
1 batang serai, memarkan
2 lembar daun jeruk
2 lembar daun salam
3 cm lengkuas, memarkan
3 buah cabai merah, iris tipis (sesuai selera)
Garam secukupnya
Gula secukupnya
Minyak untuk menumis
Langkah-langkah:

Bersihkan ikan dan potong menjadi beberapa bagian sesuai selera. Lumuri ikan dengan sedikit garam dan diamkan sebentar.
Panaskan minyak dalam wajan, kemudian tumis bubuk gulai hingga harum.
Tambahkan serai, daun jeruk, daun salam, dan lengkuas. Aduk rata.
Masukkan ikan ke dalam wajan, aduk perlahan hingga ikan terbalut dengan bumbu.
Tuangkan santan kelapa ke dalam wajan dan biarkan mendidih.
Setelah mendidih, kecilkan api dan biarkan gulai ikan mendidih perlahan selama sekitar 15-20 menit atau hingga ikan matang sempurna.
Tambahkan irisan cabai merah, garam, dan gula secukupnya sesuai dengan selera. Aduk rata dan masak sebentar hingga bumbu meresap.
Angkat gulai ikan dari api dan sajikan panas bersama nasi putih.",
113,"Gulai tiram, masakan",132,9,7,8,"60,000",https://img-global.cpcdn.com/recipes/cc170dc886cb66d0/680x482cq70/gulai-tiram-foto-resep-utama.jpg,"Bahan-bahan:

500 gram tiram segar, bersihkan dan cuci
1 bawang merah, iris tipis
2 siung bawang putih, cincang halus
2 cm jahe, memarkan
2 lembar daun jeruk
2 lembar daun salam
2 batang serai, memarkan
2 sendok makan minyak kelapa
400 ml santan kental
Garam secukupnya
Merica bubuk secukupnya
Air secukupnya
Langkah-langkah:

Panaskan minyak kelapa dalam panci di atas api sedang. Tumis bawang merah, bawang putih, jahe, daun jeruk, daun salam, dan serai hingga harum.
Tambahkan tiram ke dalam panci, aduk rata dengan bumbu yang sudah ditumis.
Tuangkan santan ke dalam panci, aduk rata. Tambahkan air secukupnya agar konsistensi gulai tidak terlalu kental.
Masak gulai tiram dengan api kecil hingga tiram matang dan kuah mengental. Aduk sesekali agar bumbu meresap dengan baik.
Tambahkan garam dan merica bubuk secukupnya sesuai dengan selera. Aduk rata dan cicipi rasanya.
Angkat gulai tiram dari api dan sajikan dalam mangkuk atau piring saji.
Gulai tiram siap disajikan sebagai hidangan utama. Nikmati dengan nasi hangat atau lontong.",
114,"Gurame asem manis, masakan",192,13,10,13,"80,000",https://asset.kompas.com/crops/Y6xWmJamfhj6sUrj77z55OktS6w=/0x0:1000x667/780x390/data/photo/2020/10/18/5f8bfec7812bd.jpg,"Bahan-bahan:

1 ekor ikan gurame, bersihkan dan belah dua
2 sendok makan saus tomat
2 sendok makan saus cabai
2 sendok makan saus tiram
1 sendok makan kecap manis
1 sendok makan cuka
2 sendok makan gula pasir
1 sendok teh minyak wijen
1 buah bawang bombay, iris tipis
3 siung bawang putih, cincang halus
1 buah paprika merah, potong kotak-kotak
1 buah paprika hijau, potong kotak-kotak
1 buah wortel, iris tipis
Air secukupnya
Garam secukupnya
Minyak goreng secukupnya
Langkah-langkah:

Panaskan minyak dalam wajan. Goreng ikan gurame hingga matang dan berwarna keemasan. Angkat dan tiriskan.
Dalam wajan yang bersih, tumis bawang putih dan bawang bombay hingga harum.
Masukkan paprika merah, paprika hijau, dan wortel. Tumis hingga sayuran setengah matang.
Tambahkan saus tomat, saus cabai, saus tiram, kecap manis, cuka, gula pasir, minyak wijen, dan garam. Aduk rata.
Tuang air secukupnya agar bumbu terendam. Masak dengan api sedang hingga bumbu mendidih dan sedikit mengental.
Masukkan ikan gurame yang telah digoreng ke dalam wajan. Aduk rata dengan bumbu.
Masak selama beberapa menit hingga ikan gurame terendam bumbu dan matang sempurna.
Angkat dan sajikan Gurame Asam Manis hangat dengan nasi putih.",
115,Pempek adaan,162,5,3,28,"15,000",https://asset.kompas.com/crops/ZCo2_DcJAXGslXbYIM3Zv4nCzsA=/0x41:1000x708/750x500/data/photo/2021/03/01/603c1e79dd9d3.jpg,"Bahan:

250 gram tepung sagu
500 ml air
250 gram ikan tenggiri, giling halus
2 siung bawang putih, haluskan
1 sendok teh garam
1/2 sendok teh merica bubuk
1/2 sendok teh gula
Minyak goreng secukupnya
Langkah-langkah:

Campurkan tepung sagu dengan air dalam sebuah wadah. Aduk hingga rata dan diamkan selama 1 jam agar tepung sagu mengembang.
Setelah tepung sagu mengembang, tambahkan gilingan ikan tenggiri, bawang putih, garam, merica bubuk, dan gula. Aduk rata hingga semua bahan tercampur dengan baik.
Panaskan minyak goreng dalam wajan dengan api sedang.
Ambil adonan dengan sendok, lalu celupkan sendok ke dalam minyak panas. Tekan-tekan adonan dengan sendok hingga membentuk cakram tipis di dalam minyak.
Goreng pempek hingga kecokelatan dan matang. Angkat dan tiriskan minyaknya.
Pempek adaan siap disajikan dengan kuah cuko atau saus favorit Anda.",
116,Pempek belida,156,4,1,32,"25,000",https://cf.shopee.co.id/file/ae3e18e70a152884ba47847461cb744d,"Bahan-bahan:

500 gram daging ikan belida (ikan gabus)
250 gram sagu tani
2 sendok makan tepung terigu
2 sendok teh garam
1 sendok teh gula
1 sendok teh merica bubuk
Air secukupnya
Minyak goreng untuk menggoreng
Langkah-langkah:

Bersihkan daging ikan belida dan potong menjadi potongan kecil-kecil.
Blender daging ikan belida hingga halus atau giling dengan bantuan alat giling daging.
Dalam wadah, campurkan daging ikan belida yang telah halus dengan sagu tani, tepung terigu, garam, gula, dan merica bubuk. Aduk rata.
Tambahkan air sedikit-sedikit sambil terus diaduk hingga adonan bisa dipulung dan tidak lengket di tangan.
Bentuk adonan menjadi bulatan atau oval sesuai selera Anda.
Panaskan minyak dalam wajan dengan api sedang.
Goreng pempek dalam minyak panas hingga berwarna kecokelatan. Angkat dan tiriskan.
Pempek Belida siap disajikan. Anda bisa menyajikannya dengan cuko, kuah pempek, atau saus sambal.",
117,Pempek kapal selam,152,5,2,28,"30,000",https://blog.duniamasak.com/wp-content/uploads/image2-1024x1024.jpeg,"Bahan-bahan:

250 gram ikan tenggiri, fillet atau daging ikan lain yang digiling halus
150 gram tepung sagu
50 gram tepung terigu
2 siung bawang putih, haluskan
1 sendok teh garam
1/2 sendok teh merica bubuk
1 butir telur
200 ml air es
Minyak goreng secukupnya
Langkah-langkah:

Campurkan ikan tenggiri yang sudah digiling halus dengan tepung sagu, tepung terigu, bawang putih, garam, merica bubuk, dan telur. Aduk rata.
Tambahkan air es sedikit-sedikit sambil terus diaduk hingga adonan menjadi kental dan bisa dipulung.
Ambil sejumput adonan, pipihkan di tangan, lalu beri isian telur rebus yang sudah dikupas.
Bentuk adonan menjadi oval seperti kapal selam dengan memanjangkan bagian tengah dan melipat ujungnya.
Panaskan minyak goreng dalam wajan dengan api sedang.
Goreng pempek dalam minyak panas hingga berwarna kecokelatan dan matang sempurna. Angkat dan tiriskan.
Pempek Kapal Selam siap disajikan dengan cuko atau saus sambal.",
118,Pempek kelesan,211,12,6,27,"20,000",https://www.primarasa.co.id/images/images/pempek%20kelesan%281%29.jpg,"Bahan

500 g daging ikan tenggiri, haluskan
200 ml air es
3 sdt garam
300 g tepung kanji
1 sdm minyak goreng

Langkah-langkah
Campur daging ikan, air es, dan garam dalam mangkuk, aduk rata. Tambahkan tepung kanji sedikit demi sedikit sambil diaduk perlahan dengan tangan hingga kalis.
Taruh beberapa sendok makan adonan di atas talenan. Letakkan pirian (baca Catatan) di atas adonan. Putar pirian sambil ditekan-tekan sampai adonan keluar di permukaan pirian dan berbentuk seperti mi.
Ambil dengan spatula plastik adonan yang keluar dari cetakan dan bentuk seperti kerupuk mi, angkat dan taruh di wadah datar. Selesaikan hingga adonan habis.
Jerang air dalam panci hingga mendidih. Masukkan adonan pempek yang sudah dibentuk ke dalam air mendidih, masak hingga matang dan terapung. Angkat dan tiriskan.
Taruh pempek di atas piring saji, hidangkan dengan cuko dan pelengkapnya.

",
119,Pempek kulit,243,5,7,39,"18,000",https://cdn0-production-images-kly.akamaized.net/kXUr5xsFHEbkWJ1BusPjAllXFaw=/0x772:4608x3369/469x260/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/3803418/original/041482800_1640666999-shutterstock_1726351342.jpg,"Bahan-bahan:

250 gram tepung sagu
200 ml air
200 gram ikan tenggiri, fillet atau daging ikan lainnya
2 sendok makan tepung terigu
2 siung bawang putih, haluskan
1 sendok teh garam
Minyak untuk menggoreng
Langkah-langkah:

Siapkan ikan tenggiri atau daging ikan lainnya. Bersihkan dan haluskan menggunakan blender atau food processor.
Campurkan ikan yang telah dihaluskan dengan tepung terigu, bawang putih, dan garam. Aduk rata.
Tambahkan air sedikit-sedikit sambil terus diaduk hingga adonan menjadi kalis.
Panaskan minyak dalam wajan atau penggorengan dengan api sedang.
Ambil sejumput adonan pempek, bentuk bulat atau pipih sesuai selera.
Goreng pempek dalam minyak panas hingga matang dan berwarna kecokelatan. Angkat dan tiriskan.
Pempek kulit siap disajikan. Nikmati dengan saus cuka atau saus pempek sesuai selera.",
120,Pempek telur,156,5,3,28,"22,000",https://cdn.idntimes.com/content-images/community/2018/06/4e67ebd517ead40d67d478242c01fe55_600x400.jpg,"Bahan-bahan:

250 gram ikan tenggiri, fillet
100 gram sagu tani
2 butir telur
2 sendok makan tepung terigu
3 siung bawang putih, haluskan
1 sendok teh garam
1/2 sendok teh merica bubuk
Minyak untuk menggoreng
Langkah-langkah:

Haluskan ikan tenggiri menggunakan blender atau food processor hingga halus.
Campurkan ikan halus dengan sagu tani, tepung terigu, bawang putih, garam, dan merica bubuk. Aduk rata.
Tambahkan telur ke dalam adonan dan uleni hingga tercampur dengan baik.
Diamkan adonan selama sekitar 15-20 menit agar sedikit mengental.
Panaskan minyak dalam wajan dengan api sedang.
Ambil adonan dengan sendok dan bentuk menjadi bulatan atau oval sesuai selera.
Goreng pempek dalam minyak panas hingga matang dan berwarna kecokelatan. Angkat dan tiriskan.
Pempek Telur siap disajikan. Nikmati dengan cuko atau saus pempek favorit Anda.",
121,Pempek tenggiri,173,7,1,33,"28,000",https://s0.bukalapak.com/uploads/content_attachment/fd3107d582c4f80e5448ada5/original/foto_utama_pempek_2.jpg,"Bahan-bahan:

500 gram daging tenggiri, fillet haluskan
250 gram sagu tani
2 sendok makan tepung terigu
2 siung bawang putih, haluskan
2 sendok teh garam
1 sendok teh gula
1 sendok teh merica bubuk
Air secukupnya
Minyak untuk menggoreng
Langkah-langkah:

Campurkan daging tenggiri yang sudah dihaluskan dengan sagu tani, tepung terigu, bawang putih halus, garam, gula, dan merica bubuk dalam sebuah mangkuk besar.
Tambahkan air sedikit demi sedikit sambil terus diaduk hingga adonan menjadi kalis dan bisa dipulung.
Ambil sedikit adonan pempek, bulatkan dan pipihkan dengan telapak tangan.
Panaskan minyak dalam wajan yang cukup dalam.
Goreng pempek dalam minyak panas hingga berwarna kecokelatan dan matang sempurna. Angkat dan tiriskan.
Pempek Tenggiri siap disajikan. Anda bisa menikmatinya dengan kuah cuko, saus sambal, dan acar.",
122,"Telur ayam, dadar, masakan",251,16,19,1,"3,000",https://nilaigizi.com/assets/images/produk/produk_1535787697.JPG,"Bahan:

2 butir telur ayam
Garam secukupnya
Merica bubuk secukupnya
Minyak sayur untuk menggoreng
Langkah-langkah:

Kocok telur ayam dalam sebuah mangkuk hingga tercampur rata.
Tambahkan garam secukupnya ke dalam telur dan aduk kembali.
Panaskan sedikit minyak sayur dalam wajan anti lengket di atas api sedang.
Tuangkan setengah dari adonan telur ke dalam wajan panas. Ratakan adonan dengan spatula.
Biarkan telur dadar menggumpal dan matang di satu sisi sebelum dibalik.
Balik telur dadar dengan hati-hati menggunakan spatula dan biarkan matang di sisi lainnya.
Angkat telur dadar dari wajan dan letakkan di piring saji.",
123,"Telur bebek, dadar, masakan",301,20,24,5,"5,000",https://cdn0-production-images-kly.akamaized.net/1WivGEoDIspEllYaxZHrpqkjEYQ=/1200x675/smart/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/2468104/original/014966900_1543254943-resep-dadar-telur-bebek-sayur-enak-dan-tidak-amis.jpg,"Bahan-bahan:

Telur bebek 
Garam secukupnya
Merica secukupnya
Minyak goreng untuk menggoreng
Langkah-langkah:

Pecahkan telur bebek ke dalam sebuah mangkuk.
Tambahkan garam secukupnya dan merica secukupnya ke dalam mangkuk dengan telur bebek, lalu kocok hingga tercampur rata.
Panaskan sedikit minyak goreng dalam wajan anti lengket di atas api sedang.
Tuangkan adonan telur bebek ke dalam wajan panas, lalu ratakan dengan bantuan spatula.
Biarkan telur bebek dadar menggumpal dan matang di satu sisi sebelum dibalik. Jika perlu, tambahkan sedikit minyak pada tepi dadar agar tidak lengket.
Setelah satu sisi matang, balik dadar telur bebek menggunakan spatula.
Goreng hingga kedua sisi dadar matang dan berwarna kecokelatan.
Angkat dadar telur bebek dari wajan dan tiriskan pada selembar kertas minyak atau tisu dapur untuk menghilangkan kelebihan minyak.
Telur bebek dadar siap disajikan. Anda dapat menyajikannya langsung atau sebagai pendamping hidangan lain seperti nasi goreng atau mie goreng.",
